Order_ID,Customer_ID,Product_ID,Order_Date,Delivery_Date,Region,Country,Store_Name,Customer_Name,Email,Phone,Gender,Age,City,State,Account_Status,Product_Name,Category,Sub_Category,Brand,Supplier_Name,Discount,Price,Quantity,Payment_Mode,Payment_Status,Shipping_Cost,Total_Amount,Return_Status,Profit,Feedback_Score,Sales_Agent,Loyalty_Level,Coupon_Code,Remarks
ORD3341,CUST8169,PROD7331,2023-04-29,2022-05-20,North,,Walmart,Priya,,,Other,4.0,London,Maharashtra,Active,,,Mobiles,Sony,Global Suppliers,74.0,,37.0,,Pending,442.0,41876.0,,-4902.0,4,Tom,VIP,,Damaged
ORD3342,CUST9925,PROD5118,2023-01-16,2023-11-23,,UK,Walmart,Amit,john@,9876543210,Other,100.0,Delhi,California,Actve,Phone,Grocery,Footwear,Nike,XYZ Corp,91.0,32158.0,37.0,Card,,470.0,96383.0,Pending,18795.0,3,Alex,Bronze,NEW50,Delivered
ORD3343,CUST1287,PROD2555,2022-11-10,2023-09-06,East,,Amazon,Mary,amit@yahoo.com,9876543210,Mle,10.0,London,New York,Active,Tablet,Home,,Samsung,ABC Traders,19.0,15352.0,37.0,Cash,Paid,268.0,98728.0,,14598.0,2,Alex,,,
ORD3344,CUST5979,PROD4764,2023-11-19,2023-01-17,South,Australia,Walmart,Ravi,,12345,Mle,5.0,Chennai,New York,Actve,Phone,Electronics,,,XYZ Corp,7.0,52369.0,23.0,Cash,Pending,744.0,98029.0,Returned,39733.0,5,Alex,Silver,NEW50,Damaged
ORD3345,CUST5046,PROD385,2023-03-07,2023-03-16,North,UK,Amazon,John,amit@yahoo.com,,Other,13.0,London,California,Closed,Shoes,Electronics,Footwear,Apple,Global Suppliers,51.0,83113.0,14.0,Online,Paid,732.0,101350.0,,32100.0,0,Alex,Gold,NEW50,Late
ORD3346,CUST4064,PROD5263,2023-03-24,2023-05-26,West,USA,Amazon,Amit,,98765 43210,Male,58.0,,California,Inactive,TV,Fashion,Furniture,Apple,ABC Traders,87.0,92870.0,,,Pending,567.0,166246.0,Returned,36787.0,2,Tom,Gold,NEW50,Delivered
ORD3347,CUST9509,PROD9442,2022-12-31,2023-03-21,North,USA,BestBuy,Ravi,mary@gmail.com,98765 43210,F,46.0,,California,Inactive,Shoes,Fashion,,Sony,XYZ Corp,18.0,78466.0,43.0,Cahs,Failed,574.0,137251.0,Not Returned,10704.0,1,Sita,Silver,SAVE10,Delivered
ORD3348,CUST9189,PROD6088,2023-06-16,2022-09-19,South,Australia,Flipkart,John,,,Female,71.0,London,Tamil Nadu,Active,,Grocery,Kitchen,Sony,,38.0,90434.0,24.0,Cash,Failed,702.0,151967.0,Pending,32581.0,1,,,SAVE10,Late
ORD3349,CUST3587,PROD1144,2023-05-25,2023-06-22,,India,Amazon,Ravi,ravi,12345,Mle,,London,California,Inactive,Phone,Sports,Footwear,Sony,Global Suppliers,34.0,45474.0,,Online,,522.0,190957.0,Returned,,4,Alex,Bronze,DISC20,Damaged
ORD3350,CUST9233,PROD3052,2022-08-24,2023-09-03,,India,Walmart,,john@,12345,Mle,36.0,Mumbai,Maharashtra,Inactive,Phone,Fashion,Furniture,LG,Global Suppliers,40.0,83907.0,-1.0,Cahs,Pending,444.0,78196.0,,12912.0,2,Alex,VIP,DISC20,
ORD3351,CUST7103,PROD3314,2022-06-21,2022-03-21,,USA,BestBuy,Ravi,mary@gmail.com,12345,Female,94.0,Mumbai,,Actve,Laptop,Grocery,Kitchen,Apple,,9.0,16511.0,22.0,Cahs,Pending,625.0,5770.0,Not Returned,7159.0,3,,Bronze,,
ORD3352,CUST385,PROD1378,2022-06-23,2023-03-01,West,Australia,,John,john@,9876543210,Other,90.0,Chennai,Delhi,Closed,Phone,Home,Footwear,Samsung,Global Suppliers,20.0,60816.0,20.0,Cash,Pending,72.0,173219.0,Returned,49197.0,1,Sita,VIP,DISC20,Delivered
ORD3353,CUST5900,PROD8462,2022-11-27,2023-06-05,East,India,,John,mary@gmail.com,9876543210,Female,77.0,Delhi,Tamil Nadu,Inactive,Laptop,Electronics,Furniture,Samsung,ABC Traders,36.0,60214.0,0.0,Cahs,,578.0,107323.0,Returned,2086.0,0,Rahul,,NEW50,Delivered
ORD3354,CUST5787,PROD7558,2023-05-31,2023-05-03,East,,,Priya,amit@yahoo.com,12345,Other,73.0,New York,Tamil Nadu,Closed,,Fashion,Mobiles,Samsung,,89.0,4074.0,17.0,Cahs,Pending,,171552.0,Pending,27675.0,4,Alex,VIP,,Late
ORD3355,CUST4292,PROD4736,2022-07-26,2023-07-24,North,USA,Walmart,Fatima,,,Mle,32.0,Delhi,Delhi,Closed,Laptop,Grocery,Furniture,LG,XYZ Corp,72.0,32199.0,6.0,Card,Pending,506.0,108455.0,Not Returned,13205.0,3,Alex,Silver,SAVE10,Delivered
ORD3356,CUST6482,PROD4512,2022-02-27,2023-07-31,West,,Flipkart,,amit@yahoo.com,98765 43210,Female,80.0,New York,Maharashtra,Closed,TV,,Kitchen,Nike,XYZ Corp,2.0,8677.0,0.0,Cash,,,193413.0,,14120.0,5,Alex,Silver,NEW50,Late
ORD3357,CUST438,PROD3178,2022-04-29,2022-09-21,,Australia,Target,Amit,john@,9876543210,Male,43.0,Mumbai,Tamil Nadu,Closed,Phone,,,,,66.0,86937.0,21.0,Cash,Paid,540.0,117360.0,Not Returned,-4948.0,5,Alex,Bronze,NEW50,Delivered
ORD3358,CUST537,PROD2692,2022-10-22,2022-11-22,,,Flipkart,Amit,john@,12345,F,71.0,London,Tamil Nadu,Inactive,,Electronics,Footwear,LG,XYZ Corp,,74925.0,23.0,Card,Failed,210.0,168741.0,Not Returned,44501.0,5,,Silver,NEW50,Delivered
ORD3359,CUST1725,PROD1048,2022-01-07,2023-11-05,South,India,BestBuy,,mary@gmail.com,9876543210,F,78.0,,California,Active,Shoes,Home,Mobiles,,ABC Traders,59.0,38710.0,35.0,,Pending,259.0,195129.0,Pending,41070.0,3,Tom,VIP,DISC20,Late
ORD3360,CUST1359,PROD5614,2022-06-22,2023-02-13,South,India,Flipkart,Ravi,john@,9876543210,F,,Chennai,,Inactive,Tablet,Fashion,Footwear,Apple,XYZ Corp,46.0,5428.0,5.0,,Failed,122.0,138749.0,,33087.0,0,Tom,Gold,NEW50,Late
ORD3361,CUST4911,PROD4600,2022-01-28,2023-02-26,,UK,,,,12345,Female,73.0,Chennai,New York,Active,Laptop,Fashion,Furniture,,XYZ Corp,76.0,58261.0,4.0,Online,Pending,551.0,199793.0,,46124.0,5,,Bronze,SAVE10,Delivered
ORD3362,CUST655,PROD8479,2022-07-10,2023-10-05,,USA,Flipkart,Mary,john@,,Other,65.0,,Tamil Nadu,Active,,Home,Mobiles,LG,XYZ Corp,17.0,77680.0,33.0,Cash,,382.0,181323.0,,49245.0,3,Sita,VIP,NEW50,Late
ORD3363,CUST1266,PROD1065,2023-04-09,2022-01-01,West,Australia,BestBuy,Mary,amit@yahoo.com,98765 43210,Mle,49.0,Chennai,,Closed,Tablet,,,,,-10.0,86960.0,,Cahs,Failed,143.0,76011.0,Returned,2814.0,5,Alex,VIP,SAVE10,Damaged
ORD3364,CUST1787,PROD4262,2023-10-06,2023-03-25,East,USA,BestBuy,Fatima,,,F,16.0,Delhi,Maharashtra,Inactive,Laptop,Sports,Footwear,,Global Suppliers,44.0,,8.0,Cash,Failed,62.0,184214.0,Not Returned,32948.0,5,Alex,VIP,SAVE10,Delivered
ORD3365,CUST5411,PROD7839,2022-04-19,2022-08-09,South,,,Ravi,john@,9876543210,Female,37.0,Mumbai,New York,Actve,Shoes,Grocery,Footwear,Sony,XYZ Corp,-5.0,80543.0,13.0,Cahs,Pending,280.0,80105.0,Returned,2419.0,5,Tom,Bronze,DISC20,Delivered
ORD3366,CUST2990,PROD1136,2023-08-04,2023-12-23,East,Australia,Walmart,Priya,ravi,,F,44.0,Mumbai,Delhi,Active,Laptop,Home,Kitchen,Samsung,,52.0,29825.0,29.0,Cash,,290.0,152644.0,Returned,,5,Alex,Silver,,Delivered
ORD3367,CUST5796,PROD7073,2023-07-25,2023-11-14,West,Australia,Amazon,John,ravi,,Other,78.0,London,Tamil Nadu,Active,TV,,Furniture,Apple,Global Suppliers,92.0,81525.0,21.0,,Failed,997.0,71913.0,Not Returned,47018.0,4,Tom,,SAVE10,
ORD3368,CUST5960,PROD9598,2023-10-16,2023-12-04,,India,Target,Ravi,amit@yahoo.com,98765 43210,Male,118.0,,Maharashtra,Inactive,Laptop,Electronics,Kitchen,Apple,,95.0,11729.0,,Online,,845.0,66118.0,,46703.0,2,Sita,VIP,,Damaged
ORD3369,CUST8431,PROD590,2022-12-24,2023-10-29,East,,Target,Amit,mary@gmail.com,12345,Male,13.0,,,Actve,Phone,Electronics,Mobiles,,Global Suppliers,45.0,45787.0,49.0,,Paid,947.0,66540.0,Returned,,1,Tom,Silver,NEW50,
ORD3370,CUST2939,PROD6260,2022-05-09,2023-01-30,,India,,Mary,mary@gmail.com,12345,Mle,85.0,Delhi,Delhi,Actve,TV,Sports,Footwear,,,96.0,54775.0,48.0,Cahs,Pending,117.0,65194.0,Not Returned,18942.0,4,Alex,Bronze,SAVE10,Damaged
ORD3371,CUST5753,PROD4450,2023-03-07,2023-01-26,,India,Target,Mary,john@,12345,Male,66.0,London,California,Active,Laptop,Home,Mobiles,,Global Suppliers,45.0,74035.0,15.0,Online,,773.0,183000.0,Not Returned,33598.0,4,Alex,VIP,SAVE10,Late
ORD3372,CUST8538,PROD845,2022-10-27,2023-08-01,North,UK,Flipkart,Mary,,,Male,12.0,New York,California,Inactive,Laptop,,,Apple,,93.0,68349.0,14.0,Cash,Pending,,27398.0,Not Returned,41053.0,5,Tom,VIP,SAVE10,Delivered
ORD3373,CUST8700,PROD1279,2022-09-30,2023-08-23,East,India,BestBuy,Priya,mary@gmail.com,,Female,4.0,Mumbai,New York,Actve,Tablet,Grocery,,Apple,Global Suppliers,86.0,51690.0,31.0,,,212.0,106401.0,,13178.0,1,Tom,VIP,,
ORD3374,CUST3157,PROD6731,2023-04-12,2022-11-17,East,USA,BestBuy,Amit,ravi,98765 43210,Female,44.0,Chennai,Delhi,Closed,Laptop,Home,Kitchen,Nike,XYZ Corp,37.0,85133.0,40.0,Cahs,,968.0,192266.0,Returned,48829.0,3,Tom,Silver,SAVE10,Delivered
ORD3375,CUST8222,PROD4255,2022-11-20,2023-05-31,,Australia,,Priya,mary@gmail.com,12345,Mle,43.0,,New York,Actve,,Sports,Kitchen,LG,XYZ Corp,10.0,71020.0,41.0,Cahs,,188.0,166936.0,Not Returned,4929.0,2,Rahul,Silver,NEW50,Damaged
ORD3376,CUST4842,PROD4116,2022-05-23,2022-05-15,West,India,BestBuy,John,ravi,98765 43210,Mle,35.0,London,Delhi,Active,,Fashion,Kitchen,Apple,Global Suppliers,66.0,2326.0,,,Pending,514.0,138875.0,Not Returned,14341.0,1,Tom,Silver,DISC20,Delivered
ORD3377,CUST5083,PROD7024,2022-08-03,2023-10-31,North,USA,Amazon,Ravi,mary@gmail.com,98765 43210,Female,93.0,New York,,Closed,TV,,Footwear,Nike,XYZ Corp,70.0,32941.0,8.0,,Failed,404.0,153823.0,,16620.0,4,,,,
ORD3378,CUST3795,PROD6126,2023-06-30,2022-01-08,,,BestBuy,Ravi,amit@yahoo.com,,Male,9.0,Chennai,Delhi,Actve,,Home,,LG,Global Suppliers,84.0,15881.0,48.0,Cahs,Pending,836.0,113204.0,Pending,44330.0,0,,VIP,DISC20,Delivered
ORD3379,CUST5978,PROD6960,2023-05-16,2022-12-04,South,Australia,BestBuy,,,12345,Other,114.0,Chennai,California,Actve,Laptop,Sports,,LG,ABC Traders,,15923.0,,Cash,Pending,707.0,161217.0,Returned,21341.0,0,Alex,VIP,SAVE10,Late
ORD3380,CUST9961,PROD3877,2022-03-23,2023-01-17,South,,Flipkart,Mary,john@,9876543210,Male,17.0,London,New York,Actve,Tablet,Sports,Kitchen,,XYZ Corp,37.0,,33.0,,,4.0,32439.0,Pending,12306.0,4,Tom,Gold,,Delivered
ORD3381,CUST7540,PROD7215,2022-02-27,2022-04-25,North,USA,Walmart,,ravi,9876543210,Male,70.0,London,California,Active,Shoes,Fashion,,Nike,Global Suppliers,93.0,94517.0,44.0,Cahs,,130.0,107159.0,,18468.0,0,Rahul,Silver,DISC20,
ORD3382,CUST6976,PROD4709,2023-08-08,2023-07-09,West,,Target,Mary,mary@gmail.com,,Other,107.0,London,Delhi,Closed,Tablet,Sports,Footwear,Sony,ABC Traders,53.0,52451.0,30.0,,Paid,558.0,180432.0,Not Returned,,4,Sita,Gold,,Damaged
ORD3383,CUST4996,PROD5727,2022-08-08,2023-07-22,,,Flipkart,John,john@,,Mle,21.0,Mumbai,California,Active,Tablet,Grocery,Furniture,,XYZ Corp,34.0,93464.0,28.0,Cash,Pending,687.0,28169.0,Returned,48433.0,0,Alex,,NEW50,Late
ORD3384,CUST253,PROD8183,2022-12-09,2022-02-23,East,,Flipkart,Priya,ravi,,Female,0.0,,New York,Actve,Laptop,Sports,Footwear,Sony,,34.0,78317.0,,Online,Paid,723.0,169288.0,Pending,2202.0,5,Sita,,DISC20,Delivered
ORD3385,CUST8519,PROD2512,2023-01-15,2023-09-26,North,India,Flipkart,Fatima,ravi,,Mle,18.0,,New York,Inactive,Shoes,Fashion,Mobiles,Apple,XYZ Corp,6.0,97625.0,16.0,Online,,841.0,125435.0,Not Returned,8143.0,1,Rahul,Bronze,,Delivered
ORD3386,CUST5947,PROD7406,2022-04-16,2023-08-03,West,India,Target,Fatima,amit@yahoo.com,9876543210,Mle,80.0,Delhi,Maharashtra,Closed,,,Mobiles,,,61.0,34300.0,30.0,Card,,,,Not Returned,35180.0,1,,,,Delivered
ORD3387,CUST6842,PROD5167,2022-08-26,2022-08-21,East,India,,Fatima,mary@gmail.com,12345,Mle,3.0,,California,Inactive,TV,Home,Kitchen,Nike,,31.0,37158.0,24.0,,,676.0,190688.0,,-582.0,1,Alex,Silver,,Delivered
ORD3388,CUST8159,PROD5128,2023-07-23,2022-07-01,South,Australia,Flipkart,Amit,john@,98765 43210,Female,68.0,London,Maharashtra,Active,,Sports,Mobiles,Nike,ABC Traders,78.0,41034.0,28.0,Cash,,643.0,57035.0,Pending,29759.0,3,Sita,Bronze,SAVE10,Damaged
ORD3389,CUST5050,PROD4414,2022-07-30,2023-10-15,South,USA,Walmart,John,mary@gmail.com,9876543210,Mle,56.0,,Delhi,Closed,TV,Sports,Kitchen,Sony,XYZ Corp,53.0,90695.0,2.0,Card,,34.0,134558.0,Pending,29425.0,3,,,,
ORD3390,CUST3045,PROD6118,2023-01-04,2023-06-17,East,India,,Ravi,mary@gmail.com,12345,Mle,,Mumbai,,Closed,,Grocery,Furniture,Nike,,84.0,,7.0,,Paid,,21962.0,Returned,-1875.0,3,Alex,,DISC20,
ORD3391,CUST1496,PROD1170,2022-01-20,2022-05-12,North,,BestBuy,Ravi,,,F,,Delhi,California,Actve,Phone,Fashion,Footwear,Nike,ABC Traders,81.0,61776.0,30.0,Cahs,Pending,78.0,79853.0,Not Returned,11527.0,0,Sita,,DISC20,Damaged
ORD3392,CUST2333,PROD4477,2022-03-11,2023-01-21,South,,Walmart,Priya,ravi,98765 43210,Male,84.0,New York,Tamil Nadu,Active,Tablet,Fashion,,Apple,XYZ Corp,41.0,52679.0,35.0,Cahs,Paid,769.0,97734.0,Returned,18564.0,2,Sita,,SAVE10,Damaged
ORD3393,CUST6129,PROD3946,2022-10-28,2022-07-19,,,,,ravi,12345,F,103.0,Delhi,Maharashtra,Actve,Tablet,,Mobiles,Apple,ABC Traders,29.0,,20.0,Online,,46.0,148236.0,Pending,41572.0,0,Alex,Bronze,SAVE10,Damaged
ORD3394,CUST8435,PROD7882,2023-10-26,2022-09-24,East,,BestBuy,John,,12345,Female,72.0,Mumbai,New York,Actve,Phone,Fashion,Furniture,Nike,,53.0,,3.0,,Paid,,18746.0,Not Returned,5404.0,4,Rahul,,NEW50,Damaged
ORD3395,CUST9605,PROD1049,2023-06-15,2023-08-05,East,UK,BestBuy,Amit,,98765 43210,Other,94.0,Mumbai,Maharashtra,Active,Laptop,Fashion,Footwear,Samsung,,91.0,,17.0,,Paid,227.0,149283.0,Returned,23558.0,3,Tom,VIP,SAVE10,Damaged
ORD3396,CUST684,PROD4104,2022-08-10,2023-10-16,South,Australia,Flipkart,John,mary@gmail.com,12345,Other,36.0,,California,Actve,TV,,Furniture,Samsung,XYZ Corp,-3.0,14139.0,35.0,Cash,Failed,765.0,60188.0,Returned,9550.0,3,Rahul,Gold,DISC20,Late
ORD3397,CUST2242,PROD5919,2022-09-03,2023-02-16,North,USA,Flipkart,John,ravi,12345,F,54.0,Delhi,Maharashtra,Active,,Fashion,Footwear,Nike,Global Suppliers,97.0,60610.0,9.0,Card,Pending,508.0,89566.0,,20638.0,1,Alex,Bronze,NEW50,
ORD3398,CUST2458,PROD5454,2023-08-01,2023-12-06,,USA,Target,Priya,john@,98765 43210,F,77.0,Delhi,New York,Inactive,TV,Electronics,Mobiles,Sony,XYZ Corp,40.0,25499.0,-5.0,Card,Paid,854.0,157828.0,Pending,36834.0,1,Alex,,,Late
ORD3399,CUST4353,PROD8481,2023-10-08,2023-07-21,North,India,Amazon,Amit,amit@yahoo.com,98765 43210,F,42.0,,Maharashtra,Actve,Phone,Home,Kitchen,Apple,,55.0,64140.0,13.0,Card,Pending,133.0,15940.0,,32151.0,5,Rahul,,SAVE10,Damaged
ORD3400,CUST8108,PROD5653,2022-02-01,2023-12-12,West,UK,Walmart,Fatima,,9876543210,Male,,Mumbai,Maharashtra,Closed,Phone,Sports,Footwear,,ABC Traders,62.0,53404.0,-5.0,Online,,200.0,42454.0,Returned,4834.0,0,Rahul,,,Late
ORD3401,CUST2893,PROD3763,2022-05-26,2022-04-29,West,USA,Target,Ravi,john@,,Female,97.0,Mumbai,Tamil Nadu,Closed,,Sports,Footwear,Samsung,,39.0,48264.0,31.0,,Paid,876.0,25433.0,Returned,49432.0,1,Rahul,Gold,NEW50,Damaged
ORD3402,CUST2501,PROD7590,2022-09-10,2023-06-08,South,Australia,Target,Mary,john@,,Mle,81.0,New York,Delhi,Inactive,Phone,Sports,Furniture,,ABC Traders,9.0,95081.0,0.0,Cash,Failed,984.0,94845.0,,10274.0,2,,Silver,,
ORD3403,CUST5983,PROD9640,2022-10-02,2022-03-25,South,,Walmart,,mary@gmail.com,12345,F,-1.0,Mumbai,New York,Closed,Shoes,Grocery,Mobiles,Apple,Global Suppliers,57.0,16851.0,-5.0,Cahs,Failed,40.0,75515.0,Not Returned,3154.0,5,Alex,Gold,DISC20,
ORD3404,CUST3905,PROD7450,2022-03-17,2022-12-10,South,India,,Fatima,,,Male,102.0,Mumbai,Delhi,Inactive,Tablet,Fashion,Furniture,Nike,ABC Traders,88.0,68737.0,48.0,Card,Pending,355.0,188277.0,Pending,-1428.0,5,Rahul,Gold,,
ORD3405,CUST1370,PROD535,2022-01-03,2022-07-14,West,Australia,Walmart,Amit,john@,9876543210,Other,73.0,Chennai,Tamil Nadu,Inactive,TV,Home,Kitchen,Apple,Global Suppliers,49.0,,13.0,Cahs,Failed,629.0,145468.0,Returned,14721.0,5,Sita,VIP,NEW50,
ORD3406,CUST7322,PROD9303,2023-07-03,2023-11-18,North,USA,BestBuy,Ravi,amit@yahoo.com,12345,Other,88.0,Chennai,,Actve,Laptop,Sports,,,ABC Traders,43.0,35207.0,-4.0,Card,Failed,272.0,22625.0,Returned,49667.0,2,,VIP,NEW50,Delivered
ORD3407,CUST4421,PROD1589,2023-11-01,2023-11-06,North,UK,Amazon,Fatima,john@,,Other,91.0,Chennai,,Active,Shoes,,Furniture,Samsung,XYZ Corp,53.0,32278.0,16.0,Card,Pending,217.0,79615.0,Not Returned,-1857.0,4,,VIP,SAVE10,Damaged
ORD3408,CUST2861,PROD1116,2023-07-02,2022-05-29,South,India,,Priya,amit@yahoo.com,,F,,London,California,Inactive,Tablet,Fashion,,Nike,XYZ Corp,32.0,79851.0,46.0,Online,Pending,137.0,39788.0,Pending,29976.0,4,Tom,Silver,DISC20,
ORD3409,CUST5379,PROD8806,2023-04-01,2022-09-28,,USA,Flipkart,,amit@yahoo.com,12345,Other,32.0,,California,Closed,Shoes,Fashion,Furniture,Nike,,21.0,73175.0,2.0,Online,Paid,453.0,42721.0,,-1635.0,2,Sita,Bronze,,Late
ORD3410,CUST5441,PROD2152,2022-07-15,2024-01-12,North,India,Amazon,Amit,amit@yahoo.com,98765 43210,Other,13.0,London,Tamil Nadu,Closed,Tablet,Fashion,Footwear,Nike,,-2.0,96536.0,-4.0,Cash,Pending,471.0,36025.0,Not Returned,9369.0,0,Alex,Gold,DISC20,Damaged
ORD3411,CUST1659,PROD6833,2022-06-03,2023-06-17,West,USA,Amazon,Amit,,9876543210,Other,63.0,Mumbai,California,Active,Phone,Grocery,Kitchen,Apple,,19.0,,10.0,Cahs,,106.0,141148.0,Pending,49093.0,5,,VIP,DISC20,Damaged
ORD3412,CUST4684,PROD4050,2023-01-27,2022-09-20,East,,Flipkart,Ravi,amit@yahoo.com,12345,Mle,67.0,Chennai,California,Actve,Laptop,Home,,Sony,,38.0,26559.0,9.0,Cash,Paid,126.0,179272.0,,32809.0,0,,Gold,NEW50,Delivered
ORD3413,CUST9633,PROD1409,2023-09-16,2022-10-29,East,UK,Amazon,Ravi,,12345,Other,65.0,,Maharashtra,Closed,Phone,,,Samsung,ABC Traders,-10.0,44218.0,32.0,Cahs,Pending,239.0,106705.0,Pending,8226.0,4,Rahul,,SAVE10,
ORD3414,CUST1620,PROD9732,2023-04-24,2023-06-20,East,,,John,john@,,Male,18.0,New York,Maharashtra,Actve,TV,Sports,Furniture,LG,Global Suppliers,38.0,16129.0,-4.0,Cahs,Paid,995.0,107416.0,,26677.0,4,Alex,Bronze,DISC20,Delivered
ORD3415,CUST9541,PROD3163,2023-11-25,2022-04-07,,USA,,John,amit@yahoo.com,98765 43210,F,99.0,New York,Maharashtra,Inactive,TV,Electronics,Kitchen,Samsung,ABC Traders,85.0,46077.0,-4.0,,Failed,743.0,,Not Returned,17459.0,2,Sita,Gold,SAVE10,Late
ORD3416,CUST8753,PROD7893,2023-05-03,2023-12-10,South,Australia,,Amit,ravi,,Mle,112.0,New York,,Closed,TV,Grocery,Furniture,Samsung,XYZ Corp,26.0,2110.0,11.0,Online,Failed,463.0,185705.0,,48423.0,0,Sita,VIP,NEW50,
ORD3417,CUST3062,PROD6635,2023-08-23,2022-11-08,West,,Target,Mary,john@,12345,Mle,74.0,Mumbai,Tamil Nadu,Inactive,TV,,,LG,,51.0,78147.0,10.0,Online,Paid,702.0,183948.0,Returned,36700.0,0,Sita,Silver,DISC20,
ORD3418,CUST1274,PROD4188,2023-11-26,2023-05-21,,Australia,Target,Priya,ravi,12345,F,95.0,,,Closed,Shoes,Grocery,Kitchen,,ABC Traders,7.0,75128.0,18.0,Cahs,Paid,104.0,82426.0,,17888.0,3,Sita,VIP,DISC20,Delivered
ORD3419,CUST8355,PROD7029,2023-08-02,2023-05-21,West,USA,,Ravi,ravi,,Other,4.0,Chennai,California,Closed,Laptop,Electronics,Furniture,Samsung,XYZ Corp,91.0,88912.0,46.0,,Pending,44.0,124336.0,,8998.0,0,Tom,,SAVE10,Late
ORD3420,CUST3996,PROD6533,2022-08-12,2023-09-06,West,UK,Flipkart,John,mary@gmail.com,98765 43210,Other,79.0,Mumbai,Delhi,Active,Laptop,Grocery,Footwear,Nike,,75.0,8996.0,-1.0,Cahs,Failed,523.0,37376.0,Not Returned,42633.0,3,Tom,,SAVE10,
ORD3421,CUST4143,PROD1156,2023-08-04,2023-09-23,South,Australia,Flipkart,Priya,,12345,Female,15.0,Mumbai,,Inactive,TV,Sports,Kitchen,Nike,XYZ Corp,44.0,59395.0,18.0,,,968.0,194067.0,Not Returned,11880.0,0,Rahul,Gold,DISC20,Damaged
ORD3422,CUST3634,PROD4476,2022-10-05,2023-08-05,East,USA,Walmart,,mary@gmail.com,9876543210,Other,105.0,New York,New York,Active,Tablet,Home,Footwear,Apple,XYZ Corp,72.0,99919.0,,,,816.0,132284.0,Pending,42749.0,1,Sita,VIP,SAVE10,Delivered
ORD3423,CUST6003,PROD727,2023-10-23,2023-08-30,South,Australia,Walmart,Fatima,,98765 43210,Male,9.0,Chennai,California,Active,Phone,Home,Kitchen,LG,,5.0,5375.0,20.0,,,385.0,148675.0,Not Returned,38268.0,0,Rahul,,SAVE10,
ORD3424,CUST2135,PROD6443,2023-04-19,2022-02-17,,,,Fatima,mary@gmail.com,12345,Other,58.0,London,,Active,TV,Sports,,Nike,ABC Traders,95.0,56047.0,24.0,Cahs,Pending,507.0,85609.0,Pending,42986.0,5,Tom,Gold,DISC20,Damaged
ORD3425,CUST8589,PROD6115,2023-02-20,2022-12-31,,USA,Amazon,Amit,john@,98765 43210,F,7.0,Delhi,Tamil Nadu,Active,Tablet,Sports,Kitchen,LG,,74.0,13445.0,27.0,Cash,Paid,597.0,111478.0,Not Returned,40675.0,3,Sita,,SAVE10,
ORD3426,CUST5153,PROD4622,2022-06-21,2023-10-20,,,Amazon,Ravi,ravi,98765 43210,Other,110.0,Mumbai,Maharashtra,Actve,,Home,Footwear,Nike,ABC Traders,38.0,9444.0,8.0,Online,Paid,144.0,,Pending,,3,Sita,Silver,,Late
ORD3427,CUST3470,PROD9548,2022-06-14,2023-09-07,South,India,Flipkart,Fatima,john@,9876543210,F,108.0,Chennai,New York,Actve,Laptop,,Furniture,Samsung,XYZ Corp,53.0,42648.0,45.0,Cash,Paid,442.0,65404.0,Not Returned,6682.0,0,Tom,,SAVE10,
ORD3428,CUST2544,PROD888,2022-11-15,2023-01-22,West,USA,Amazon,,,12345,Mle,113.0,Delhi,,Actve,Phone,Sports,,LG,XYZ Corp,46.0,32212.0,36.0,Cash,,262.0,,,212.0,1,,VIP,NEW50,
ORD3429,CUST1865,PROD8399,2023-05-05,2022-06-02,West,Australia,BestBuy,Ravi,ravi,98765 43210,Female,65.0,Delhi,New York,Inactive,Laptop,Grocery,Footwear,Nike,ABC Traders,28.0,76089.0,16.0,,Failed,275.0,40695.0,Returned,32859.0,3,Tom,Gold,DISC20,Late
ORD3430,CUST9258,PROD2291,2023-05-05,2023-04-25,North,India,Target,John,ravi,12345,Mle,34.0,London,New York,Actve,Laptop,Home,Mobiles,Sony,ABC Traders,57.0,12655.0,13.0,Cahs,Pending,227.0,114958.0,Pending,6343.0,5,Rahul,VIP,SAVE10,Late
ORD3431,CUST1161,PROD1178,2023-05-14,2022-07-05,,,Amazon,Fatima,,12345,F,2.0,London,Delhi,Inactive,Shoes,Electronics,Kitchen,LG,Global Suppliers,4.0,64563.0,35.0,,Failed,117.0,166336.0,,32989.0,4,Alex,Gold,SAVE10,
ORD3432,CUST2043,PROD4233,2023-05-16,2023-10-17,West,,Amazon,Mary,john@,98765 43210,Female,101.0,Mumbai,,Closed,Phone,Electronics,Mobiles,LG,ABC Traders,1.0,30446.0,37.0,Cahs,Pending,976.0,105464.0,Not Returned,30034.0,4,Sita,VIP,DISC20,
ORD3433,CUST2365,PROD8290,2022-07-20,2023-04-09,North,Australia,Walmart,Fatima,ravi,,Mle,114.0,Mumbai,,Actve,Shoes,Sports,Footwear,,Global Suppliers,69.0,15823.0,20.0,Online,Paid,955.0,13060.0,Returned,26763.0,3,,,SAVE10,Delivered
ORD3434,CUST7090,PROD2115,2022-07-09,2023-09-27,West,India,BestBuy,Ravi,john@,98765 43210,Other,99.0,Chennai,Maharashtra,Closed,,Electronics,Mobiles,Sony,,53.0,53331.0,29.0,Card,,865.0,73912.0,Not Returned,,3,Alex,Gold,NEW50,Damaged
